,Name,Class.Family,chr,start,end
66394,AluJb,SINE/Alu,chrX,133397143,133397278
66395,AluJb,SINE/Alu,chrX,133397279,133397585
66396,AluSx,SINE/Alu,chrX,133397779,133398075
66397,AluSx1,SINE/Alu,chrX,133398486,133398789
66398,AluSz6,SINE/Alu,chrX,133399720,133400004
66399,AluSq2,SINE/Alu,chrX,133402622,133402931
66400,AluSz6,SINE/Alu,chrX,133403703,133403996
66401,AluSg,SINE/Alu,chrX,133404266,133404568
66402,AluSz,SINE/Alu,chrX,133404579,133404868
66403,AluSp,SINE/Alu,chrX,133405105,133405400
66404,AluSx3,SINE/Alu,chrX,133406468,133406774
66405,AluSz,SINE/Alu,chrX,133406793,133407088
66406,AluSp,SINE/Alu,chrX,133408463,133408748
66407,AluSz,SINE/Alu,chrX,133408882,133409172
66408,AluSx,SINE/Alu,chrX,133409173,133409350
66409,AluJb,SINE/Alu,chrX,133418890,133419166
66410,AluJb,SINE/Alu,chrX,133419382,133419502
66411,AluJr,SINE/Alu,chrX,133419518,133419721
66412,AluSz6,SINE/Alu,chrX,133420092,133420404
66413,AluJb,SINE/Alu,chrX,133422684,133422990
66414,AluSz6,SINE/Alu,chrX,133424209,133424375
66415,AluSx1,SINE/Alu,chrX,133424376,133424681
66416,AluSx4,SINE/Alu,chrX,133425873,133426011
66417,AluJb,SINE/Alu,chrX,133426038,133426360
66418,AluSz,SINE/Alu,chrX,133426773,133427017
66419,AluY,SINE/Alu,chrX,133427309,133427615
66420,AluSq2,SINE/Alu,chrX,133428006,133428309
66421,AluSx1,SINE/Alu,chrX,133428853,133429154
66422,AluJr,SINE/Alu,chrX,133429183,133429465
66423,AluJr,SINE/Alu,chrX,133429495,133429783
66424,AluSx3,SINE/Alu,chrX,133433290,133433551
66425,AluJb,SINE/Alu,chrX,133434099,133434157
66426,AluJb,SINE/Alu,chrX,133434818,133434953
66427,AluJr,SINE/Alu,chrX,133435093,133435401
66428,AluSz,SINE/Alu,chrX,133436504,133436797
66429,AluJb,SINE/Alu,chrX,133438193,133438501
66430,AluJr,SINE/Alu,chrX,133439079,133439388
66431,AluSc,SINE/Alu,chrX,133439422,133439718
66432,AluJo,SINE/Alu,chrX,133442356,133442646
66433,FLAM_A,SINE/Alu,chrX,133442681,133442825
66434,AluY,SINE/Alu,chrX,133443366,133443681
66435,AluSx,SINE/Alu,chrX,133443719,133443998
66436,AluJb,SINE/Alu,chrX,133446317,133446438
66437,AluJr,SINE/Alu,chrX,133446655,133446828
66438,AluSg,SINE/Alu,chrX,133446978,133447141
66439,AluSx1,SINE/Alu,chrX,133447169,133447480
66440,AluJo,SINE/Alu,chrX,133448017,133448305
66441,AluJb,SINE/Alu,chrX,133449387,133449687
66442,AluSq2,SINE/Alu,chrX,133449688,133450000
66443,AluSc,SINE/Alu,chrX,133450431,133450749
66444,AluJr,SINE/Alu,chrX,133450876,133451050
66445,AluSq2,SINE/Alu,chrX,133451108,133451394
66446,AluJr,SINE/Alu,chrX,133451395,133451542
66447,AluSx,SINE/Alu,chrX,133451572,133451879
66448,AluJo,SINE/Alu,chrX,133452539,133452834
66449,AluSx,SINE/Alu,chrX,133452858,133453156
66450,AluJb,SINE/Alu,chrX,133453191,133453201
66451,AluJb,SINE/Alu,chrX,133453227,133453387
66452,AluYe5,SINE/Alu,chrX,133453606,133453922
66453,AluSx,SINE/Alu,chrX,133455971,133456247
66454,AluJo,SINE/Alu,chrX,133457642,133457953
66455,AluJo,SINE/Alu,chrX,133458737,133459075
66456,AluSc,SINE/Alu,chrX,133459187,133459495
66457,AluSz,SINE/Alu,chrX,133459542,133459848
66458,AluSg7,SINE/Alu,chrX,133460399,133460697
66459,AluJo,SINE/Alu,chrX,133460928,133461114
66460,AluSc,SINE/Alu,chrX,133461665,133461980
66461,AluJo,SINE/Alu,chrX,133462642,133462940
66462,AluSx,SINE/Alu,chrX,133463230,133463539
66463,AluYj4,SINE/Alu,chrX,133463770,133463824
66464,AluSz6,SINE/Alu,chrX,133463867,133464159
66465,AluSz6,SINE/Alu,chrX,133466780,133467119
66466,FLAM_C,SINE/Alu,chrX,133467357,133467447
66467,AluSz6,SINE/Alu,chrX,133467487,133467785
66468,AluSz,SINE/Alu,chrX,133468767,133469084
66469,FRAM,SINE/Alu,chrX,133469246,133469368
66470,AluJo,SINE/Alu,chrX,133469764,133469891
66471,AluSz6,SINE/Alu,chrX,133469892,133470181
66472,AluJo,SINE/Alu,chrX,133470182,133470318
66473,FLAM_A,SINE/Alu,chrX,133470398,133470529
66474,AluY,SINE/Alu,chrX,133470571,133470878
66475,AluSg,SINE/Alu,chrX,133470903,133471220
66476,AluSz,SINE/Alu,chrX,133472969,133473268
66477,AluSz,SINE/Alu,chrX,133473911,133474193
66478,AluJo,SINE/Alu,chrX,133474400,133474678
66479,AluSz6,SINE/Alu,chrX,133476374,133476655
66480,AluY,SINE/Alu,chrX,133479259,133479564
66481,AluSx3,SINE/Alu,chrX,133480410,133480579
66482,AluSg4,SINE/Alu,chrX,133480947,133481256
66483,FLAM_C,SINE/Alu,chrX,133481445,133481571
66484,AluSx1,SINE/Alu,chrX,133484700,133484995
66485,AluJb,SINE/Alu,chrX,133485939,133486197
66486,AluYg6,SINE/Alu,chrX,133486952,133486994
66487,AluSz6,SINE/Alu,chrX,133487417,133487706
66488,AluSq2,SINE/Alu,chrX,133487949,133488253
66489,AluY,SINE/Alu,chrX,133488701,133489018
66490,AluJb,SINE/Alu,chrX,133489075,133489392
66491,AluSx,SINE/Alu,chrX,133489917,133490210
66492,AluJo,SINE/Alu,chrX,133490515,133490826
66493,FLAM_A,SINE/Alu,chrX,133492166,133492299
66494,AluSx,SINE/Alu,chrX,133492413,133492672
66495,AluJb,SINE/Alu,chrX,133492834,133493114
66496,AluJr4,SINE/Alu,chrX,133494823,133495059
66497,AluSx1,SINE/Alu,chrX,133496538,133496844
66498,AluSp,SINE/Alu,chrX,133497979,133498263
66499,AluJb,SINE/Alu,chrX,133499093,133499381
66500,AluJb,SINE/Alu,chrX,133499684,133499986
66501,AluJr,SINE/Alu,chrX,133500669,133500851
66502,AluJr,SINE/Alu,chrX,133500883,133501012
66503,FAM,SINE/Alu,chrX,133502385,133502429
66504,AluSz,SINE/Alu,chrX,133502433,133502644
66505,AluJb,SINE/Alu,chrX,133503312,133503601
66506,FLAM_C,SINE/Alu,chrX,133503858,133503987
66507,AluSz,SINE/Alu,chrX,133504592,133504859
66508,AluJb,SINE/Alu,chrX,133506893,133507192
66509,AluSx1,SINE/Alu,chrX,133507579,133507877
66510,AluSx1,SINE/Alu,chrX,133514068,133514351
66511,Alu,SINE/Alu,chrX,133516506,133516542
66512,AluSp,SINE/Alu,chrX,133518851,133519162
66513,AluJb,SINE/Alu,chrX,133519296,133519600
66514,AluSz,SINE/Alu,chrX,133520178,133520495
66515,AluSx,SINE/Alu,chrX,133520962,133521223
66516,AluJb,SINE/Alu,chrX,133522532,133522832
66517,AluJr,SINE/Alu,chrX,133524239,133524525
66518,AluSz,SINE/Alu,chrX,133524526,133524660
66519,AluSz6,SINE/Alu,chrX,133524661,133524971
66520,FRAM,SINE/Alu,chrX,133525524,133525689
66521,AluJb,SINE/Alu,chrX,133525787,133525947
66522,AluJb,SINE/Alu,chrX,133526766,133527060
66523,AluSx1,SINE/Alu,chrX,133529279,133529573
66524,AluSz,SINE/Alu,chrX,133529894,133530201
66525,AluSz6,SINE/Alu,chrX,133530202,133530336
66526,AluYh3,SINE/Alu,chrX,133532148,133532315
66527,Alu,SINE/Alu,chrX,133532789,133532823
66528,AluSz,SINE/Alu,chrX,133532877,133533143
66529,AluSx1,SINE/Alu,chrX,133534662,133534958
66530,AluJb,SINE/Alu,chrX,133538667,133539020
66531,AluSz6,SINE/Alu,chrX,133541779,133541812
66532,AluSz,SINE/Alu,chrX,133543131,133543418
66533,AluJb,SINE/Alu,chrX,133543948,133544248
66534,AluJr,SINE/Alu,chrX,133544551,133544830
66535,AluJr,SINE/Alu,chrX,133545363,133545522
66536,AluJb,SINE/Alu,chrX,133547685,133547958
66537,AluSq2,SINE/Alu,chrX,133550006,133550314
66538,AluSc,SINE/Alu,chrX,133554021,133554310
66539,AluJb,SINE/Alu,chrX,133554313,133554395
66540,AluJb,SINE/Alu,chrX,133554963,133555050
66541,AluJr,SINE/Alu,chrX,133555051,133555212
66542,AluSz,SINE/Alu,chrX,133555546,133555850
66543,AluY,SINE/Alu,chrX,133557012,133557321
66544,AluSg4,SINE/Alu,chrX,133558611,133558892
66545,AluSz6,SINE/Alu,chrX,133559072,133559183
66546,AluSx,SINE/Alu,chrX,133560457,133560751
66547,AluSx1,SINE/Alu,chrX,133562349,133562652
66548,FRAM,SINE/Alu,chrX,133563234,133563357
66549,AluJb,SINE/Alu,chrX,133568885,133569179
66550,AluYm1,SINE/Alu,chrX,133569897,133570190
66551,AluSp,SINE/Alu,chrX,133570193,133570499
66552,AluYh3,SINE/Alu,chrX,133571366,133571526
66553,AluSz,SINE/Alu,chrX,133576232,133576539
66554,AluJb,SINE/Alu,chrX,133578407,133578682
66555,AluJb,SINE/Alu,chrX,133579534,133579835
66556,AluSz6,SINE/Alu,chrX,133583359,133583664
66557,AluSz,SINE/Alu,chrX,133584479,133584778
66558,AluSp,SINE/Alu,chrX,133589382,133589645
66559,AluSx,SINE/Alu,chrX,133593043,133593362
66560,AluSq,SINE/Alu,chrX,133593813,133594124
66561,AluJr,SINE/Alu,chrX,133594913,133595073
66562,AluJb,SINE/Alu,chrX,133595538,133595810
66563,AluJb,SINE/Alu,chrX,133598158,133598376
66564,FLAM_C,SINE/Alu,chrX,133603239,133603349
66565,AluJo,SINE/Alu,chrX,133606423,133606723
66566,FLAM_C,SINE/Alu,chrX,133607434,133607567
66567,AluYf1,SINE/Alu,chrX,133616698,133616997
66568,AluJo,SINE/Alu,chrX,133617799,133617923
66569,AluSx1,SINE/Alu,chrX,133618549,133618719
66570,AluSc8,SINE/Alu,chrX,133619940,133620240
66571,AluSx,SINE/Alu,chrX,133628374,133628670
66572,AluSg,SINE/Alu,chrX,133629386,133629693
66573,AluSp,SINE/Alu,chrX,133629773,133630113
66574,AluSz6,SINE/Alu,chrX,133632111,133632395
66575,AluSx,SINE/Alu,chrX,133636385,133636686
66576,AluSx,SINE/Alu,chrX,133637191,133637441
66577,AluJb,SINE/Alu,chrX,133637654,133637942
66578,AluSz,SINE/Alu,chrX,133641194,133641487
66579,AluSp,SINE/Alu,chrX,133642490,133642801
66580,AluSq4,SINE/Alu,chrX,133643819,133644125
66581,AluSz6,SINE/Alu,chrX,133644769,133645079
66582,AluYc,SINE/Alu,chrX,133651172,133651266
66583,AluSx1,SINE/Alu,chrX,133654431,133654738
66584,AluJo,SINE/Alu,chrX,133660887,133661187
66585,AluJb,SINE/Alu,chrX,133663177,133663300
66586,AluSx,SINE/Alu,chrX,133663301,133663424
66587,AluJo,SINE/Alu,chrX,133663426,133663550
66588,AluJb,SINE/Alu,chrX,133664813,133664946
66589,AluJb,SINE/Alu,chrX,133667568,133667856
66590,AluY,SINE/Alu,chrX,133667895,133668206
66591,AluY,SINE/Alu,chrX,133672648,133672948
66592,AluSg7,SINE/Alu,chrX,133672951,133673237
66593,AluJo,SINE/Alu,chrX,133673944,133674243
66594,AluJb,SINE/Alu,chrX,133679645,133679955
66595,FLAM_A,SINE/Alu,chrX,133682103,133682227
66596,AluSz,SINE/Alu,chrX,133682685,133682985
66597,FLAM_A,SINE/Alu,chrX,133685758,133685891
66598,AluY,SINE/Alu,chrX,133686911,133687240
66599,AluSx3,SINE/Alu,chrX,133687384,133687725
66600,AluSx1,SINE/Alu,chrX,133691217,133691526
66601,AluSx,SINE/Alu,chrX,133691955,133692244
66602,AluSz6,SINE/Alu,chrX,133699122,133699186
66603,AluJr,SINE/Alu,chrX,133700605,133700894
66604,AluY,SINE/Alu,chrX,133703461,133703759
66605,AluJb,SINE/Alu,chrX,133705200,133705468
66606,AluSx1,SINE/Alu,chrX,133712604,133712910
66607,AluSz6,SINE/Alu,chrX,133716952,133717260
66608,AluJb,SINE/Alu,chrX,133717983,133718113
66609,FLAM_C,SINE/Alu,chrX,133725241,133725381
66610,AluSq2,SINE/Alu,chrX,133727264,133727562
66611,AluJb,SINE/Alu,chrX,133732861,133733086
66612,AluJo,SINE/Alu,chrX,133735681,133735976
66613,AluJo,SINE/Alu,chrX,133737969,133738263
66614,AluJb,SINE/Alu,chrX,133739564,133739910
66615,AluSz6,SINE/Alu,chrX,133748980,133749290
66616,AluSx,SINE/Alu,chrX,133750792,133751074
66617,AluJr,SINE/Alu,chrX,133751858,133752167
66618,AluSx,SINE/Alu,chrX,133768658,133768968
66619,AluJb,SINE/Alu,chrX,133769997,133770284
66620,AluSq2,SINE/Alu,chrX,133773048,133773254
66621,AluSx3,SINE/Alu,chrX,133776870,133777142
66622,AluSq2,SINE/Alu,chrX,133786111,133786423
66623,AluSz6,SINE/Alu,chrX,133791871,133792147
66624,AluY,SINE/Alu,chrX,133795934,133796243
66625,AluSz6,SINE/Alu,chrX,133797548,133797858
66626,AluJb,SINE/Alu,chrX,133799110,133799399
66627,AluSq4,SINE/Alu,chrX,133802912,133803222
66628,AluY,SINE/Alu,chrX,133806655,133806947
66629,AluYi6,SINE/Alu,chrX,133810626,133810838
66630,AluY,SINE/Alu,chrX,133810839,133810880
66631,AluSx,SINE/Alu,chrX,133814557,133814867
66632,AluJr,SINE/Alu,chrX,133816044,133816354
66633,AluSx1,SINE/Alu,chrX,133822848,133823158
66634,AluSz,SINE/Alu,chrX,133823700,133823989
66635,AluSc8,SINE/Alu,chrX,133824853,133825153
66636,AluSz,SINE/Alu,chrX,133827501,133827795
66637,AluSp,SINE/Alu,chrX,133827796,133827971
66638,AluSx,SINE/Alu,chrX,133828145,133828457
66639,AluSq,SINE/Alu,chrX,133830397,133830706
66640,AluSp,SINE/Alu,chrX,133831449,133831698
66641,AluSx,SINE/Alu,chrX,133832001,133832309
66642,AluY,SINE/Alu,chrX,133839649,133839946
66643,AluJo,SINE/Alu,chrX,133841056,133841359
66644,AluSx1,SINE/Alu,chrX,133842036,133842325
66645,AluYh3,SINE/Alu,chrX,133849085,133849262
66646,AluSc8,SINE/Alu,chrX,133850820,133851119
66647,AluJb,SINE/Alu,chrX,133855155,133855465
66648,AluY,SINE/Alu,chrX,133858800,133859106
66649,AluJb,SINE/Alu,chrX,133860820,133861102
66650,AluSx3,SINE/Alu,chrX,133862399,133862691
66651,AluYb8,SINE/Alu,chrX,133863649,133863954
66652,AluSz,SINE/Alu,chrX,133866917,133867210
66653,AluY,SINE/Alu,chrX,133869666,133869978
66654,AluJr,SINE/Alu,chrX,133871955,133872107
66655,AluSq2,SINE/Alu,chrX,133878146,133878439
66656,AluSx1,SINE/Alu,chrX,133879523,133879819
66657,FLAM_C,SINE/Alu,chrX,133886227,133886364
66658,AluJb,SINE/Alu,chrX,133887005,133887225
66659,AluY,SINE/Alu,chrX,133889834,133890068
66660,AluJo,SINE/Alu,chrX,133890436,133890575
66661,AluSq,SINE/Alu,chrX,133890576,133890879
66662,AluJo,SINE/Alu,chrX,133890880,133891058
66663,AluJr,SINE/Alu,chrX,133891487,133891613
66664,AluJr,SINE/Alu,chrX,133891640,133891818
66665,AluSq2,SINE/Alu,chrX,133892974,133893269
66666,AluSx1,SINE/Alu,chrX,133893838,133894142
66667,AluSz,SINE/Alu,chrX,133894558,133894857
66668,AluSx,SINE/Alu,chrX,133896080,133896390
66669,AluY,SINE/Alu,chrX,133896907,133897205
66670,FLAM_C,SINE/Alu,chrX,133897214,133897349
66671,AluSx1,SINE/Alu,chrX,133899806,133900102
66672,AluSc,SINE/Alu,chrX,133901438,133901737
66673,AluSz6,SINE/Alu,chrX,133902460,133902745
66674,AluSx,SINE/Alu,chrX,133902963,133903053
66675,AluSx,SINE/Alu,chrX,133903054,133903164
66676,AluSq2,SINE/Alu,chrX,133903304,133903588
66677,AluY,SINE/Alu,chrX,133906797,133907115
66678,AluSx3,SINE/Alu,chrX,133912908,133913073
66679,AluSq2,SINE/Alu,chrX,133915168,133915474
66680,AluSz6,SINE/Alu,chrX,133915869,133916164
66681,AluJo,SINE/Alu,chrX,133916597,133916880
66682,AluJo,SINE/Alu,chrX,133919540,133919856
66683,AluJo,SINE/Alu,chrX,133919879,133920187
66684,AluSc,SINE/Alu,chrX,133924975,133925073
66685,AluJo,SINE/Alu,chrX,133927480,133927776
66686,AluSc,SINE/Alu,chrX,133930635,133930935
66687,AluSg7,SINE/Alu,chrX,133933853,133934163
66688,AluSq,SINE/Alu,chrX,133934186,133934494
66689,AluJb,SINE/Alu,chrX,133934525,133934820
66690,AluJb,SINE/Alu,chrX,133935924,133936199
66691,Alu,SINE/Alu,chrX,133936257,133936296
66692,AluJb,SINE/Alu,chrX,133945109,133945393
66693,AluSx1,SINE/Alu,chrX,133945595,133945781
66694,AluSq,SINE/Alu,chrX,133954363,133954485
66695,AluSq2,SINE/Alu,chrX,133954739,133955040
66696,AluJr,SINE/Alu,chrX,133958261,133958574
66697,AluSz6,SINE/Alu,chrX,133958676,133958904
66698,AluSq2,SINE/Alu,chrX,133967596,133967927
66699,AluJb,SINE/Alu,chrX,133974068,133974349
66700,AluJo,SINE/Alu,chrX,133975436,133975518
66701,AluSx1,SINE/Alu,chrX,133976648,133976923
66702,AluSz,SINE/Alu,chrX,133977924,133978232
66703,AluSg4,SINE/Alu,chrX,133986685,133986995
66704,AluSg,SINE/Alu,chrX,133991335,133991621
66705,AluJb,SINE/Alu,chrX,133991975,133992271
66706,AluSz,SINE/Alu,chrX,133993658,133993960
66707,AluSq2,SINE/Alu,chrX,133997281,133997292
66708,AluSq2,SINE/Alu,chrX,133997326,133997616
66709,AluSz6,SINE/Alu,chrX,133999898,133999998
66710,AluSx1,SINE/Alu,chrX,134000001,134000211
66711,AluJr,SINE/Alu,chrX,134002162,134002274
66712,AluY,SINE/Alu,chrX,134002298,134002590
66713,AluSg,SINE/Alu,chrX,134002606,134002901
66714,FLAM_A,SINE/Alu,chrX,134006214,134006266
66715,AluJb,SINE/Alu,chrX,134011489,134011772
66716,AluSx,SINE/Alu,chrX,134014286,134014577
66717,AluSq2,SINE/Alu,chrX,134014775,134015071
66718,AluSz,SINE/Alu,chrX,134015269,134015338
66719,AluSq,SINE/Alu,chrX,134016904,134017229
66720,AluJo,SINE/Alu,chrX,134017233,134017547
66721,AluSx1,SINE/Alu,chrX,134019180,134019472
66722,AluSx1,SINE/Alu,chrX,134020298,134020601
66723,AluSq2,SINE/Alu,chrX,134021896,134022192
66724,AluSx1,SINE/Alu,chrX,134023139,134023442
66725,AluJb,SINE/Alu,chrX,134025521,134025828
66726,AluJb,SINE/Alu,chrX,134027882,134028195
66727,AluJb,SINE/Alu,chrX,134029008,134029331
66728,AluSg,SINE/Alu,chrX,134029332,134029629
66729,AluSq2,SINE/Alu,chrX,134033631,134033942
66730,AluSq2,SINE/Alu,chrX,134033955,134034245
66731,AluJo,SINE/Alu,chrX,134034333,134034638
66732,FLAM_C,SINE/Alu,chrX,134034690,134034821
66733,AluSz,SINE/Alu,chrX,134037174,134037309
66734,AluJo,SINE/Alu,chrX,134039575,134039631
66735,AluY,SINE/Alu,chrX,134040055,134040359
66736,AluJb,SINE/Alu,chrX,134041599,134041886
66737,AluJb,SINE/Alu,chrX,134042463,134042757
66738,AluSg7,SINE/Alu,chrX,134051234,134051525
66739,AluJo,SINE/Alu,chrX,134063525,134063657
66740,AluY,SINE/Alu,chrX,134064365,134064680
66741,AluJr,SINE/Alu,chrX,134068425,134068730
66742,AluJr,SINE/Alu,chrX,134075467,134075758
66743,AluSc,SINE/Alu,chrX,134076724,134076864
66744,AluJb,SINE/Alu,chrX,134090962,134091254
66745,AluSp,SINE/Alu,chrX,134092383,134092687
66746,AluSp,SINE/Alu,chrX,134101958,134102262
66747,AluJb,SINE/Alu,chrX,134102435,134102727
66748,AluSx1,SINE/Alu,chrX,134103364,134103659
66749,AluSx1,SINE/Alu,chrX,134104567,134104866
66750,AluSc5,SINE/Alu,chrX,134107390,134107546
66751,AluSc,SINE/Alu,chrX,134114839,134115144
66752,AluSq2,SINE/Alu,chrX,134115914,134116215
66753,AluJo,SINE/Alu,chrX,134125772,134126081
66754,AluYm1,SINE/Alu,chrX,134126543,134126860
66755,AluSp,SINE/Alu,chrX,134131697,134132007
66756,AluJr,SINE/Alu,chrX,134133009,134133319
66757,AluSp,SINE/Alu,chrX,134134905,134135177
66758,AluJb,SINE/Alu,chrX,134141859,134142155
66759,AluSx1,SINE/Alu,chrX,134143594,134143893
66760,AluJb,SINE/Alu,chrX,134145366,134145378
66761,AluJb,SINE/Alu,chrX,134145557,134145707
66762,AluSx,SINE/Alu,chrX,134149295,134149572
66763,AluSq2,SINE/Alu,chrX,134151626,134151924
66764,AluSz6,SINE/Alu,chrX,134153105,134153432
66765,AluJr,SINE/Alu,chrX,134153874,134154178
66766,AluJb,SINE/Alu,chrX,134158261,134158542
66767,AluJb,SINE/Alu,chrX,134159350,134159600
66768,AluSz6,SINE/Alu,chrX,134159665,134159949
66769,AluJr,SINE/Alu,chrX,134162955,134163226
66770,AluSx,SINE/Alu,chrX,134164361,134164657
66771,FLAM_C,SINE/Alu,chrX,134165346,134165465
66772,AluSp,SINE/Alu,chrX,134168232,134168514
66773,AluJr4,SINE/Alu,chrX,134182480,134182737
66774,AluSq2,SINE/Alu,chrX,134183965,134184255
66775,AluSx,SINE/Alu,chrX,134185431,134185594
66776,AluJr,SINE/Alu,chrX,134188928,134189216
66777,AluSg7,SINE/Alu,chrX,134194765,134195054
66778,AluSx,SINE/Alu,chrX,134195326,134195629
66779,AluSz6,SINE/Alu,chrX,134197357,134197605
66780,AluJr,SINE/Alu,chrX,134197667,134197793
66781,AluJo,SINE/Alu,chrX,134198935,134199101
66782,AluYh3,SINE/Alu,chrX,134199102,134199442
66783,AluJo,SINE/Alu,chrX,134199443,134199601
66784,AluSc8,SINE/Alu,chrX,134200981,134201280
66785,AluSx,SINE/Alu,chrX,134201329,134201615
66786,AluSz,SINE/Alu,chrX,134201643,134201953
66787,AluSp,SINE/Alu,chrX,134205258,134205568
66788,AluJb,SINE/Alu,chrX,134208185,134208464
66789,AluSx1,SINE/Alu,chrX,134208833,134209144
66790,AluSx,SINE/Alu,chrX,134209180,134209472
66791,AluSp,SINE/Alu,chrX,134210126,134210438
66792,AluJo,SINE/Alu,chrX,134211736,134212045
66793,AluY,SINE/Alu,chrX,134212395,134212694
66794,AluSp,SINE/Alu,chrX,134214370,134214665
66795,AluSx4,SINE/Alu,chrX,134216246,134216528
66796,AluSx1,SINE/Alu,chrX,134217142,134217437
66797,AluSq2,SINE/Alu,chrX,134217741,134218053
66798,AluSz6,SINE/Alu,chrX,134221320,134221432
66799,AluSz6,SINE/Alu,chrX,134221468,134221631
66800,AluSz,SINE/Alu,chrX,134222426,134222717
66801,AluSx,SINE/Alu,chrX,134222874,134223162
66802,AluSx,SINE/Alu,chrX,134224549,134224852
66803,AluSx,SINE/Alu,chrX,134225357,134225654
66804,AluSq2,SINE/Alu,chrX,134226308,134226607
66805,AluJr,SINE/Alu,chrX,134226788,134226951
66806,AluJo,SINE/Alu,chrX,134226980,134227267
66807,AluSx,SINE/Alu,chrX,134228436,134228742
66808,AluJr,SINE/Alu,chrX,134228928,134229226
66809,AluSc8,SINE/Alu,chrX,134229520,134229825
66810,AluSz,SINE/Alu,chrX,134230365,134230674
66811,AluSp,SINE/Alu,chrX,134230780,134231088
66812,AluSg,SINE/Alu,chrX,134232600,134232909
66813,AluSx,SINE/Alu,chrX,134233703,134233997
66814,AluSz,SINE/Alu,chrX,134234917,134235220
66815,AluSx,SINE/Alu,chrX,134235772,134236076
66816,AluSx,SINE/Alu,chrX,134236079,134236363
66817,AluSg,SINE/Alu,chrX,134238368,134238670
66818,AluJr,SINE/Alu,chrX,134240665,134240973
66819,AluSg4,SINE/Alu,chrX,134247120,134247298
66820,AluSg4,SINE/Alu,chrX,134247333,134247449
66821,FLAM_A,SINE/Alu,chrX,134248023,134248145
66822,AluSx1,SINE/Alu,chrX,134248170,134248462
66823,AluJr,SINE/Alu,chrX,134249087,134249356
66824,AluSx1,SINE/Alu,chrX,134250157,134250458
66825,AluJb,SINE/Alu,chrX,134253464,134253732
66826,AluSz,SINE/Alu,chrX,134254871,134255152
66827,AluSx1,SINE/Alu,chrX,134257035,134257328
66828,AluJr,SINE/Alu,chrX,134260140,134260453
66829,AluSz,SINE/Alu,chrX,134263120,134263420
66830,AluSz6,SINE/Alu,chrX,134263791,134264057
66831,AluSx1,SINE/Alu,chrX,134264207,134264505
66832,AluSx1,SINE/Alu,chrX,134266517,134266754
66833,AluJo,SINE/Alu,chrX,134267870,134268165
66834,AluSc,SINE/Alu,chrX,134269320,134269621
66835,AluSz,SINE/Alu,chrX,134270440,134270756
66836,AluJr,SINE/Alu,chrX,134271208,134271521
66837,AluSg7,SINE/Alu,chrX,134271678,134271980
66838,AluJr,SINE/Alu,chrX,134274865,134275160
66839,AluJr,SINE/Alu,chrX,134277577,134277858
66840,AluSx,SINE/Alu,chrX,134278704,134278933
66841,AluSx3,SINE/Alu,chrX,134279308,134279428
66842,AluSx1,SINE/Alu,chrX,134291736,134292016
66843,AluSx1,SINE/Alu,chrX,134304265,134304569
66844,AluSq2,SINE/Alu,chrX,134307023,134307327
66845,AluJb,SINE/Alu,chrX,134312141,134312503
66846,AluJb,SINE/Alu,chrX,134312522,134312829
66847,AluJb,SINE/Alu,chrX,134313916,134314203
66848,AluJr,SINE/Alu,chrX,134314813,134315111
66849,AluSc,SINE/Alu,chrX,134316421,134316728
66850,AluSx3,SINE/Alu,chrX,134320468,134320719
66851,AluJo,SINE/Alu,chrX,134324597,134324751
66852,AluSc8,SINE/Alu,chrX,134330934,134331239
66853,AluSp,SINE/Alu,chrX,134332397,134332695
66854,AluJo,SINE/Alu,chrX,134333078,134333359
66855,AluJb,SINE/Alu,chrX,134333945,134334233
66856,AluSg4,SINE/Alu,chrX,134337867,134338163
66857,AluSp,SINE/Alu,chrX,134341585,134341870
66858,AluSq2,SINE/Alu,chrX,134342778,134343099
66859,AluSz,SINE/Alu,chrX,134344911,134345196
66860,AluSz,SINE/Alu,chrX,134345400,134345676
66861,AluJo,SINE/Alu,chrX,134345866,134345981
66862,AluSx3,SINE/Alu,chrX,134346707,134346863
66863,AluSq2,SINE/Alu,chrX,134347370,134347682
66864,AluY,SINE/Alu,chrX,134348784,134349095
66865,AluJr4,SINE/Alu,chrX,134349303,134349419
66866,AluJr4,SINE/Alu,chrX,134349457,134349640
66867,AluJb,SINE/Alu,chrX,134349641,134349953
66868,AluY,SINE/Alu,chrX,134350377,134350672
66869,AluSq2,SINE/Alu,chrX,134350914,134351187
66870,AluSp,SINE/Alu,chrX,134351379,134351690
66871,AluJb,SINE/Alu,chrX,134352208,134352518
66872,AluY,SINE/Alu,chrX,134352965,134353283
66873,FLAM_A,SINE/Alu,chrX,134353432,134353556
66874,AluSx1,SINE/Alu,chrX,134355349,134355639
66875,AluSx1,SINE/Alu,chrX,134355706,134355956
66876,AluJr,SINE/Alu,chrX,134356150,134356441
66877,AluSx1,SINE/Alu,chrX,134357317,134357600
66878,AluSz,SINE/Alu,chrX,134358434,134358722
66879,AluSp,SINE/Alu,chrX,134359668,134359966
66880,AluJr4,SINE/Alu,chrX,134360909,134361040
66881,AluSz,SINE/Alu,chrX,134361041,134361326
66882,AluJr4,SINE/Alu,chrX,134361327,134361352
66883,AluSx,SINE/Alu,chrX,134363364,134363665
66884,AluSq2,SINE/Alu,chrX,134364363,134364677
66885,AluSq2,SINE/Alu,chrX,134365486,134365785
66886,AluSg,SINE/Alu,chrX,134366754,134367046
